序号,土地用途分区代码,土地用途分区名称
66696,31,城镇建设用地区
66697,31,城镇建设用地区
66698,31,城镇建设用地区
66699,31,城镇建设用地区
66700,31,城镇建设用地区
66701,31,城镇建设用地区
66702,31,城镇建设用地区
66703,10,基本农田保护区
66704,10,基本农田保护区
66705,10,基本农田保护区
66706,10,基本农田保护区
66707,10,基本农田保护区
66708,10,基本农田保护区
66709,10,基本农田保护区
66710,10,基本农田保护区
66711,10,基本农田保护区
66712,10,基本农田保护区
66713,10,基本农田保护区
66714,10,基本农田保护区
66715,10,基本农田保护区
66716,10,基本农田保护区
66717,10,基本农田保护区
66718,10,基本农田保护区
66719,10,基本农田保护区
66720,10,基本农田保护区
66721,10,基本农田保护区
66722,10,基本农田保护区
66723,10,基本农田保护区
66724,10,基本农田保护区
66725,10,基本农田保护区
66726,10,基本农田保护区
66727,10,基本农田保护区
66728,10,基本农田保护区
66729,10,基本农田保护区
66730,10,基本农田保护区
66731,10,基本农田保护区
66732,10,基本农田保护区
66733,10,基本农田保护区
66734,10,基本农田保护区
66735,10,基本农田保护区
66736,10,基本农田保护区
66737,10,基本农田保护区
66738,10,基本农田保护区
66739,10,基本农田保护区
66740,10,基本农田保护区
66741,10,基本农田保护区
66742,10,基本农田保护区
66743,10,基本农田保护区
66744,10,基本农田保护区
66745,10,基本农田保护区
66746,10,基本农田保护区
66747,10,基本农田保护区
66748,10,基本农田保护区
66749,10,基本农田保护区
66750,10,基本农田保护区
66751,10,基本农田保护区
66752,10,基本农田保护区
66753,10,基本农田保护区
66754,10,基本农田保护区
66755,10,基本农田保护区
66756,10,基本农田保护区
66757,10,基本农田保护区
66758,10,基本农田保护区
66759,10,基本农田保护区
66760,10,基本农田保护区
66761,10,基本农田保护区
66762,10,基本农田保护区
66763,10,基本农田保护区
66764,10,基本农田保护区
66765,10,基本农田保护区
66766,10,基本农田保护区
66767,203,现状铁路
66768,203,现状铁路
66769,209,其他建设用地
66770,209,其他建设用地
66771,209,其他建设用地
66772,20,一般农地区
66773,20,一般农地区
66774,20,一般农地区
66775,20,一般农地区
66776,20,一般农地区
66777,20,一般农地区
66778,20,一般农地区
66779,205,现状河流水系
66780,205,现状河流水系
66781,205,现状河流水系
66782,205,现状河流水系
66783,205,现状河流水系
66784,10,基本农田保护区
66785,209,其他建设用地
66786,209,其他建设用地
66787,80,林业用地区
66788,80,林业用地区
66789,80,林业用地区
66790,80,林业用地区
66791,80,林业用地区
66792,80,林业用地区
66793,80,林业用地区
66794,80,林业用地区
66795,80,林业用地区
66796,80,林业用地区
66797,80,林业用地区
66798,80,林业用地区
66799,80,林业用地区
66800,80,林业用地区
66801,80,林业用地区
66802,80,林业用地区
66803,80,林业用地区
66804,80,林业用地区
66805,80,林业用地区
66806,80,林业用地区
66807,80,林业用地区
66808,80,林业用地区
66809,80,林业用地区
66810,80,林业用地区
66811,80,林业用地区
66812,80,林业用地区
66813,80,林业用地区
66814,80,林业用地区
66815,80,林业用地区
66816,80,林业用地区
66817,80,林业用地区
66818,80,林业用地区
66819,80,林业用地区
66820,80,林业用地区
66821,80,林业用地区
66822,80,林业用地区
66823,80,林业用地区
66824,80,林业用地区
66825,80,林业用地区
66826,80,林业用地区
66827,80,林业用地区
66828,80,林业用地区
66829,80,林业用地区
66830,80,林业用地区
66831,80,林业用地区
66832,80,林业用地区
66833,80,林业用地区
66834,80,林业用地区
66835,80,林业用地区
66836,80,林业用地区
66837,80,林业用地区
66838,80,林业用地区
66839,80,林业用地区
66840,80,林业用地区
66841,80,林业用地区
66842,80,林业用地区
66843,80,林业用地区
66844,80,林业用地区
66845,80,林业用地区
66846,80,林业用地区
66847,80,林业用地区
66848,80,林业用地区
66849,80,林业用地区
66850,80,林业用地区
66851,80,林业用地区
66852,80,林业用地区
66853,80,林业用地区
66854,80,林业用地区
66855,80,林业用地区
66856,80,林业用地区
66857,202,规划公路
66858,202,规划公路
66859,202,规划公路
66860,202,规划公路
66861,202,规划公路
66862,202,规划公路
66863,202,规划公路
66864,202,规划公路
66865,202,规划公路
66866,202,规划公路
66867,202,规划公路
66868,202,规划公路
66869,202,规划公路
66870,202,规划公路
66871,202,规划公路
66872,202,规划公路
66873,202,规划公路
66874,202,规划公路
66875,202,规划公路
66876,202,规划公路
66877,202,规划公路
66878,201,现状公路
66879,201,现状公路
66880,201,现状公路
66881,201,现状公路
66882,201,现状公路
66883,201,现状公路
66884,201,现状公路
66885,201,现状公路
66886,201,现状公路
66887,201,现状公路
66888,201,现状公路
66889,31,城镇建设用地区
66890,31,城镇建设用地区
66891,31,城镇建设用地区
66892,203,现状铁路
66893,203,现状铁路
66894,209,其他建设用地
66895,205,现状河流水系
66896,205,现状河流水系
66897,205,现状河流水系
66898,205,现状河流水系
66899,205,现状河流水系
66900,205,现状河流水系
66901,205,现状河流水系
66902,209,其他建设用地
66903,205,现状河流水系
66904,205,现状河流水系
66905,209,其他建设用地
66906,209,其他建设用地
66907,209,其他建设用地
66908,205,现状河流水系
66909,31,城镇建设用地区
66910,205,现状河流水系
66911,205,现状河流水系
66912,205,现状河流水系
66913,205,现状河流水系
66914,31,城镇建设用地区
66915,31,城镇建设用地区
66916,31,城镇建设用地区
66917,31,城镇建设用地区
66918,31,城镇建设用地区
66919,31,城镇建设用地区
66920,31,城镇建设用地区
66921,31,城镇建设用地区
66922,31,城镇建设用地区
66923,31,城镇建设用地区
66924,31,城镇建设用地区
66925,31,城镇建设用地区
66926,31,城镇建设用地区
66927,31,城镇建设用地区
66928,31,城镇建设用地区
66929,31,城镇建设用地区
66930,31,城镇建设用地区
66931,31,城镇建设用地区
66932,31,城镇建设用地区
66933,31,城镇建设用地区
66934,31,城镇建设用地区
66935,31,城镇建设用地区
66936,31,城镇建设用地区
66937,31,城镇建设用地区
66938,31,城镇建设用地区
66939,31,城镇建设用地区
66940,31,城镇建设用地区
66941,31,城镇建设用地区
66942,31,城镇建设用地区
66943,31,城镇建设用地区
66944,31,城镇建设用地区
66945,31,城镇建设用地区
66946,31,城镇建设用地区
66947,31,城镇建设用地区
66948,31,城镇建设用地区
66949,31,城镇建设用地区
66950,31,城镇建设用地区
66951,31,城镇建设用地区
66952,31,城镇建设用地区
66953,31,城镇建设用地区
66954,31,城镇建设用地区
66955,31,城镇建设用地区
66956,31,城镇建设用地区
66957,31,城镇建设用地区
66958,31,城镇建设用地区
66959,31,城镇建设用地区
66960,31,城镇建设用地区
66961,31,城镇建设用地区
66962,31,城镇建设用地区
66963,31,城镇建设用地区
66964,31,城镇建设用地区
66965,31,城镇建设用地区
66966,31,城镇建设用地区
66967,31,城镇建设用地区
66968,31,城镇建设用地区
66969,31,城镇建设用地区
66970,31,城镇建设用地区
66971,31,城镇建设用地区
66972,31,城镇建设用地区
66973,31,城镇建设用地区
66974,31,城镇建设用地区
66975,31,城镇建设用地区
66976,31,城镇建设用地区
66977,31,城镇建设用地区
66978,31,城镇建设用地区
66979,31,城镇建设用地区
66980,31,城镇建设用地区
66981,31,城镇建设用地区
66982,31,城镇建设用地区
66983,31,城镇建设用地区
66984,31,城镇建设用地区
66985,31,城镇建设用地区
66986,31,城镇建设用地区
66987,31,城镇建设用地区
66988,31,城镇建设用地区
66989,31,城镇建设用地区
66990,31,城镇建设用地区
66991,31,城镇建设用地区
66992,31,城镇建设用地区
66993,31,城镇建设用地区
66994,31,城镇建设用地区
66995,31,城镇建设用地区
66996,31,城镇建设用地区
66997,31,城镇建设用地区
66998,31,城镇建设用地区
66999,31,城镇建设用地区
67000,31,城镇建设用地区
67001,31,城镇建设用地区
67002,31,城镇建设用地区
67003,31,城镇建设用地区
67004,31,城镇建设用地区
67005,31,城镇建设用地区
67006,31,城镇建设用地区
67007,31,城镇建设用地区
67008,31,城镇建设用地区
67009,31,城镇建设用地区
67010,31,城镇建设用地区
67011,31,城镇建设用地区
67012,31,城镇建设用地区
67013,31,城镇建设用地区
67014,31,城镇建设用地区
67015,31,城镇建设用地区
67016,31,城镇建设用地区
67017,205,现状河流水系
67018,10,基本农田保护区
67019,10,基本农田保护区
67020,10,基本农田保护区
67021,10,基本农田保护区
67022,10,基本农田保护区
67023,10,基本农田保护区
67024,10,基本农田保护区
67025,10,基本农田保护区
67026,10,基本农田保护区
67027,10,基本农田保护区
67028,10,基本农田保护区
67029,10,基本农田保护区
67030,10,基本农田保护区
67031,10,基本农田保护区
67032,10,基本农田保护区
67033,10,基本农田保护区
67034,10,基本农田保护区
67035,10,基本农田保护区
67036,10,基本农田保护区
67037,10,基本农田保护区
67038,10,基本农田保护区
67039,10,基本农田保护区
67040,10,基本农田保护区
67041,10,基本农田保护区
67042,10,基本农田保护区
67043,10,基本农田保护区
67044,10,基本农田保护区
67045,10,基本农田保护区
67046,10,基本农田保护区
67047,10,基本农田保护区
67048,10,基本农田保护区
67049,10,基本农田保护区
67050,10,基本农田保护区
67051,10,基本农田保护区
67052,10,基本农田保护区
67053,10,基本农田保护区
67054,10,基本农田保护区
67055,10,基本农田保护区
67056,10,基本农田保护区
67057,10,基本农田保护区
67058,10,基本农田保护区
67059,10,基本农田保护区
67060,10,基本农田保护区
67061,10,基本农田保护区
67062,10,基本农田保护区
67063,10,基本农田保护区
67064,10,基本农田保护区
67065,10,基本农田保护区
67066,10,基本农田保护区
67067,10,基本农田保护区
67068,10,基本农田保护区
67069,10,基本农田保护区
67070,10,基本农田保护区
67071,10,基本农田保护区
67072,10,基本农田保护区
67073,10,基本农田保护区
67074,10,基本农田保护区
67075,10,基本农田保护区
67076,10,基本农田保护区
67077,10,基本农田保护区
67078,10,基本农田保护区
67079,10,基本农田保护区
67080,10,基本农田保护区
67081,10,基本农田保护区
67082,10,基本农田保护区
67083,10,基本农田保护区
67084,10,基本农田保护区
67085,10,基本农田保护区
67086,10,基本农田保护区
67087,10,基本农田保护区
67088,10,基本农田保护区
67089,10,基本农田保护区
67090,10,基本农田保护区
67091,10,基本农田保护区
67092,10,基本农田保护区
67093,10,基本农田保护区
67094,10,基本农田保护区
67095,10,基本农田保护区
67096,10,基本农田保护区
67097,10,基本农田保护区
67098,209,其他建设用地
67099,209,其他建设用地
67100,209,其他建设用地
67101,209,其他建设用地
67102,209,其他建设用地
67103,209,其他建设用地
67104,209,其他建设用地
67105,209,其他建设用地
